schedule_season,schedule_week,team,elo_pre,elo_post
2020,6,DETROIT LIONS,1499.9534976307277,1499.9685798171827
2020,6,GREEN BAY PACKERS,1500.0680050989988,1500.0570142416789
2020,6,HOUSTON TEXANS,1499.9678791845827,1499.957190317718
2020,6,INDIANAPOLIS COLTS,1500.0075781188514,1500.0164194700792
2020,6,JACKSONVILLE JAGUARS,1499.9574610155375,1499.9423788290826
2020,6,KANSAS CITY CHIEFS,1500.0599921605008,1500.0751313745254
2020,6,LOS ANGELES RAMS,1500.0446613026502,1500.0336710253807
2020,6,MIAMI DOLPHINS,1499.984267298715,1499.9952544221394
2020,6,MINNESOTA VIKINGS,1499.9919333517435,1499.9768496453548
2020,6,NEW ENGLAND PATRIOTS,1500.0119298760958,1499.997254475151
2020,6,NEW YORK GIANTS,1499.9206163140693,1499.9244254052253
2020,6,NEW YORK JETS,1499.931633644606,1499.9206465211817
2020,6,PHILADELPHIA EAGLES,1499.9767880163145,1499.9685053518936
2020,6,PITTSBURGH STEELERS,1500.0442636260775,1500.0552519233545
2020,6,SAN FRANCISCO 49ERS,1500.0111108202448,1500.0221010975142
2020,6,TAMPA BAY BUCCANEERS,1500.0186044888587,1500.0295953461787
2020,6,TENNESSEE TITANS,1500.0416416289959,1500.0523304958606
2020,6,WASHINGTON FOOTBALL TEAM,1499.9606335400206,1499.9568244488646
2020,7,ARIZONA CARDINALS,1500.017648169992,1500.0254745818788
2020,7,ATLANTA FALCONS,1499.9615183473277,1499.9561486045648
2020,7,BUFFALO BILLS,1500.0171540866093,1500.0326445760184
2020,7,CAROLINA PANTHERS,1499.988387045811,1499.9805630665355
2020,7,CHICAGO BEARS,1500.0305430864562,1500.019210351908
2020,7,CINCINNATI BENGALS,1499.9465889202284,1499.9358512623141
2020,7,CLEVELAND BROWNS,1500.0127199583471,1500.0234576162613
2020,7,DALLAS COWBOYS,1499.9614651491363,1499.950175678907
2020,7,DENVER BRONCOS,1499.9969846279416,1499.9814934482135
2020,7,DETROIT LIONS,1499.9685798171827,1499.9739495599456
2020,7,GREEN BAY PACKERS,1500.0570142416789,1500.0725046064003
2020,7,HOUSTON TEXANS,1499.957190317718,1499.9416999529965
2020,7,JACKSONVILLE JAGUARS,1499.9423788290826,1499.9310899888585
2020,7,KANSAS CITY CHIEFS,1500.0751313745254,1500.0906225542535
2020,7,LAS VEGAS RAIDERS,1500.0107688116416,1499.9952754017065
2020,7,LOS ANGELES CHARGERS,1499.9544961274012,1499.9657849676253
2020,7,LOS ANGELES RAMS,1500.0336710253807,1500.045003759929
2020,7,NEW ENGLAND PATRIOTS,1499.997254475151,1499.9817612915422
2020,7,NEW ORLEANS SAINTS,1500.0277008834953,1500.0355248627707
2020,7,NEW YORK GIANTS,1499.9244254052253,1499.9205584183803
2020,7,NEW YORK JETS,1499.9206465211817,1499.9051560317725
2020,7,PHILADELPHIA EAGLES,1499.9685053518936,1499.9723723387385
2020,7,PITTSBURGH STEELERS,1500.0552519233545,1500.0659915369738
2020,7,SAN FRANCISCO 49ERS,1500.0221010975142,1500.0375942811231
2020,7,SEATTLE SEAHAWKS,1500.060474290411,1500.0526478785243
2020,7,TAMPA BAY BUCCANEERS,1500.0295953461787,1500.0450887561137
2020,7,TENNESSEE TITANS,1500.0523304958606,1500.0415908822413
2020,7,WASHINGTON FOOTBALL TEAM,1499.9568244488646,1499.9681139190939
2020,8,ATLANTA FALCONS,1499.9561486045648,1499.9718841619995
2020,8,BALTIMORE RAVENS,1500.0685993564941,1500.0557901841858
2020,8,BUFFALO BILLS,1500.0326445760184,1500.0406819725579
2020,8,CAROLINA PANTHERS,1499.9805630665355,1499.9648275091008
2020,8,CHICAGO BEARS,1500.019210351908,1500.00817773288
2020,8,CINCINNATI BENGALS,1499.9358512623141,1499.9474530918094
2020,8,CLEVELAND BROWNS,1500.0234576162613,1500.0075390749432
2020,8,DALLAS COWBOYS,1499.950175678907,1499.9385787907013
2020,8,DENVER BRONCOS,1499.9814934482135,1499.9855126815412
2020,8,DETROIT LIONS,1499.9739495599456,1499.9580337473428
2020,8,GREEN BAY PACKERS,1500.0725046064003,1500.0570133720078
2020,8,INDIANAPOLIS COLTS,1500.0164194700792,1500.032335282682
2020,8,KANSAS CITY CHIEFS,1500.0906225542535,1500.1022131373093
2020,8,LAS VEGAS RAIDERS,1499.9952754017065,1500.0111939430246
2020,8,LOS ANGELES CHARGERS,1499.9657849676253,1499.9617657342976
2020,8,LOS ANGELES RAMS,1500.045003759929,1500.0334040930195
2020,8,MIAMI DOLPHINS,1499.9952544221394,1500.0068540890488
2020,8,MINNESOTA VIKINGS,1499.9768496453548,1499.9923408797474
2020,8,NEW ENGLAND PATRIOTS,1499.9817612915422,1499.9737238950026
2020,8,NEW ORLEANS SAINTS,1500.0355248627707,1500.0465574817986
2020,8,NEW YORK GIANTS,1499.9205584183803,1499.9117842778803
2020,8,NEW YORK JETS,1499.9051560317725,1499.8935654487168
2020,8,PHILADELPHIA EAGLES,1499.9723723387385,1499.9839692269443
2020,8,PITTSBURGH STEELERS,1500.0659915369738,1500.0788007092822
2020,8,SAN FRANCISCO 49ERS,1500.0375942811231,1500.0259971170456
2020,8,SEATTLE SEAHAWKS,1500.0526478785243,1500.064245042602
2020,8,TAMPA BAY BUCCANEERS,1500.0450887561137,1500.0538628966137
2020,8,TENNESSEE TITANS,1500.0415908822413,1500.029989052746
2020,9,ARIZONA CARDINALS,1500.0254745818788,1500.0141393853842
2020,9,ATLANTA FALCONS,1499.9718841619995,1499.9837993254698
2020,9,BALTIMORE RAVENS,1500.0557901841858,1500.0721416081228
2020,9,BUFFALO BILLS,1500.0406819725579,1500.0525975302064
2020,9,CAROLINA PANTHERS,1499.9648275091008,1499.958286136219
2020,9,CHICAGO BEARS,1500.00817773288,1499.9962639755447
2020,9,DALLAS COWBOYS,1499.9385787907013,1499.9239349655886
2020,9,DENVER BRONCOS,1499.9855126815412,1499.9735975180708
2020,9,DETROIT LIONS,1499.9580337473428,1499.9461204857892
2020,9,GREEN BAY PACKERS,1500.0570133720078,1500.0731766872505
2020,9,HOUSTON TEXANS,1499.9416999529965,1499.9506821272714
2020,9,INDIANAPOLIS COLTS,1500.032335282682,1500.015983858745
2020,9,JACKSONVILLE JAGUARS,1499.9310899888585,1499.9221078145836
2020,9,KANSAS CITY CHIEFS,1500.1022131373093,1500.1087545101911
2020,9,LAS VEGAS RAIDERS,1500.0111939430246,1500.0258415999988
2020,9,LOS ANGELES CHARGERS,1499.9617657342976,1499.9471180773235
2020,9,MIAMI DOLPHINS,1500.0068540890488,1500.0181892855435
2020,9,MINNESOTA VIKINGS,1499.9923408797474,1500.004254141301
2020,9,NEW ENGLAND PATRIOTS,1499.9737238950026,1499.9850995874697
2020,9,NEW ORLEANS SAINTS,1500.0465574817986,1500.0629101262164
2020,9,NEW YORK GIANTS,1499.9117842778803,1499.923120705735
2020,9,NEW YORK JETS,1499.8935654487168,1499.8821897562498
2020,9,PITTSBURGH STEELERS,1500.0788007092822,1500.0934445343948
2020,9,SAN FRANCISCO 49ERS,1500.0259971170456,1500.0098338018029
2020,9,SEATTLE SEAHAWKS,1500.064245042602,1500.0523294849534
2020,9,TAMPA BAY BUCCANEERS,1500.0538628966137,1500.037510252196
2020,9,TENNESSEE TITANS,1500.029989052746,1500.0419028100814
2020,9,WASHINGTON FOOTBALL TEAM,1499.9681139190939,1499.956777491239
2020,Conference,BUFFALO BILLS,1500.173191004919,1500.1539593227867
2020,Conference,GREEN BAY PACKERS,1500.1864411487788,1500.1627907699346
2020,Conference,KANSAS CITY CHIEFS,1500.185783207155,1500.2050148892874
2020,Conference,TAMPA BAY BUCCANEERS,1500.144153830866,1500.16780420971
2020,Division,BALTIMORE RAVENS,1500.1355943268063,1500.1169464681927
2020,Division,BUFFALO BILLS,1500.1545431463055,1500.173191004919
2020,Division,CLEVELAND BROWNS,1500.0758681116308,1500.0591022701735
2020,Division,GREEN BAY PACKERS,1500.1677970052622,1500.1864411487788
2020,Division,KANSAS CITY CHIEFS,1500.1690173656978,1500.185783207155
2020,Division,LOS ANGELES RAMS,1500.0890240621245,1500.0703799186078
2020,Division,NEW ORLEANS SAINTS,1500.1517427584183,1500.1260468583855
2020,Division,TAMPA BAY BUCCANEERS,1500.118457930833,1500.144153830866
2020,Superbowl,KANSAS CITY CHIEFS,1500.2050148892874,1500.1847145759573
2020,Superbowl,TAMPA BAY BUCCANEERS,1500.16780420971,1500.1881045230402
2020,Wildcard,BALTIMORE RAVENS,1500.1105860378054,1500.1355943268063
2020,Wildcard,BUFFALO BILLS,1500.1419634933839,1500.1545431463055
2020,Wildcard,CHICAGO BEARS,1499.9840833086428,1499.965869286243
2020,Wildcard,CLEVELAND BROWNS,1500.0508550985426,1500.0758681116308
2020,Wildcard,INDIANAPOLIS COLTS,1500.0772015433718,1500.06462189045
2020,Wildcard,LOS ANGELES RAMS,1500.0641067637728,1500.0890240621245
2020,Wildcard,NEW ORLEANS SAINTS,1500.1335287360187,1500.1517427584183
2020,Wildcard,PITTSBURGH STEELERS,1500.0925854042885,1500.0675723912002
2020,Wildcard,SEATTLE SEAHAWKS,1500.1127949736504,1500.0878776752986
2020,Wildcard,TAMPA BAY BUCCANEERS,1500.0935493722307,1500.118457930833
2020,Wildcard,TENNESSEE TITANS,1500.074469617674,1500.049461328673
2020,Wildcard,WASHINGTON FOOTBALL TEAM,1499.997665826811,1499.9727572682086
2021,1,ARIZONA CARDINALS,1499.9846457278886,1500.0381922576864
2021,1,ATLANTA FALCONS,1499.9386351596254,1499.8850928162544
2021,1,BALTIMORE RAVENS,1500.0877098511446,1500.0495949339802
2021,1,BUFFALO BILLS,1500.1154694920901,1500.0619213593336
2021,1,CAROLINA PANTHERS,1499.9387658913633,1499.9737062923473
2021,1,CHICAGO BEARS,1499.9744019646823,1499.9354021364672
2021,1,CINCINNATI BENGALS,1499.9204523427777,1499.947499156661
2021,1,CLEVELAND BROWNS,1500.04432670263,1500.0129457997073
2021,1,DALLAS COWBOYS,1499.9551636413125,1499.9339962314878
2021,1,DENVER BRONCOS,1499.9429441655302,1499.996483597947
2021,1,DETROIT LIONS,1499.9067397819213,1499.8532089642006
2021,1,GREEN BAY PACKERS,1500.122093077451,1500.075814543689
2021,1,HOUSTON TEXANS,1499.9202574981352,1499.9592592461156
2021,1,INDIANAPOLIS COLTS,1500.0484664178375,1499.994928967373
2021,1,JACKSONVILLE JAGUARS,1499.8566534647869,1499.8176517168065
2021,1,KANSAS CITY CHIEFS,1500.138535931968,1500.1699168348907
2021,1,LAS VEGAS RAIDERS,1499.9941659735932,1500.0322808907576
2021,1,LOS ANGELES CHARGERS,1499.976665389393,1500.0197501742834
2021,1,LOS ANGELES RAMS,1500.052784938956,1500.091784767171
2021,1,MIAMI DOLPHINS,1500.0275106217757,1500.0460637641584
2021,1,MINNESOTA VIKINGS,1499.990171758006,1499.9631249441227
2021,1,NEW ENGLAND PATRIOTS,1499.9843106513981,1499.9657575090155
2021,1,NEW ORLEANS SAINTS,1500.094535143789,1500.140813677551
2021,1,NEW YORK GIANTS,1499.9407588872425,1499.8872194548258
2021,1,NEW YORK JETS,1499.8792109041497,1499.8442705031657
2021,1,PHILADELPHIA EAGLES,1499.9184122766865,1499.9719546200574
2021,1,PITTSBURGH STEELERS,1500.0506792934002,1500.1042274261567
2021,1,SAN FRANCISCO 49ERS,1499.9752372562943,1500.028768074015
2021,1,SEATTLE SEAHAWKS,1500.065908256474,1500.1194457069384
2021,1,TAMPA BAY BUCCANEERS,1500.1410783922802,1500.162245802105
2021,1,TENNESSEE TITANS,1500.0370959965048,1499.983549466707
2021,1,WASHINGTON FOOTBALL TEAM,1499.9795679511565,1499.936483166266
2021,10,ARIZONA CARDINALS,1500.3391267047625,1500.2708105889776
2021,10,ATLANTA FALCONS,1499.8972254573466,1499.847545740832
2021,10,BALTIMORE RAVENS,1500.2101422607855,1500.1609241303424
2021,10,BUFFALO BILLS,1500.2422833127484,1500.3104273264682
2021,10,CAROLINA PANTHERS,1499.8769935987032,1499.945309714488
2021,10,CLEVELAND BROWNS,1500.0919201021582,1500.0421960471185
2021,10,DALLAS COWBOYS,1500.144312741786,1500.1939924583007
2021,10,DENVER BRONCOS,1500.0119781014503,1499.9436991567752
2021,10,DETROIT LIONS,1499.544232698376,1499.544232698376
2021,10,GREEN BAY PACKERS,1500.3348302605227,1500.3844973664968
2021,10,INDIANAPOLIS COLTS,1500.0418454576732,1500.0901480220057
2021,10,JACKSONVILLE JAGUARS,1499.6409755129664,1499.592672948634
2021,10,KANSAS CITY CHIEFS,1500.1946525573155,1500.2628719165343
2021,10,LAS VEGAS RAIDERS,1500.0723265418967,1500.004107182678
2021,10,LOS ANGELES CHARGERS,1500.0745838854987,1500.0063203874456
2021,10,LOS ANGELES RAMS,1500.2770761663169,1500.227098548561
2021,10,MIAMI DOLPHINS,1499.7911089017273,1499.8403270321703
2021,10,MINNESOTA VIKINGS,1499.9303271791496,1499.9985906772026
2021,10,NEW ENGLAND PATRIOTS,1500.0711938411996,1500.1209178962392
2021,10,NEW ORLEANS SAINTS,1500.2146711606035,1500.1873662006512
2021,10,NEW YORK JETS,1499.665045363952,1499.5969013502322
2021,10,PHILADELPHIA EAGLES,1499.7744141457788,1499.8426930904538
2021,10,PITTSBURGH STEELERS,1500.1094285259448,1500.1094285259448
2021,10,SAN FRANCISCO 49ERS,1499.8851170008697,1499.9350946186257
2021,10,SEATTLE SEAHAWKS,1500.0115609115244,1499.9618938055503
2021,10,TAMPA BAY BUCCANEERS,1500.2939162422463,1500.2441042199025
2021,10,TENNESSEE TITANS,1500.2812726846398,1500.308577644592
2021,10,WASHINGTON FOOTBALL TEAM,1499.7420413162372,1499.791853338581
2021,11,ARIZONA CARDINALS,1500.2708105889776,1500.3408621141264
2021,11,ATLANTA FALCONS,1499.847545740832,1499.7782928478719
2021,11,BALTIMORE RAVENS,1500.1609241303424,1500.2094696311835
2021,11,BUFFALO BILLS,1500.3104273264682,1500.2402857823902
2021,11,CAROLINA PANTHERS,1499.945309714488,1499.8770714406137
2021,11,CHICAGO BEARS,1499.8255815113039,1499.7770360104628
2021,11,CINCINNATI BENGALS,1499.988943332957,1500.0590499909665
2021,11,CLEVELAND BROWNS,1500.0421960471185,1500.0775346883252
2021,11,DALLAS COWBOYS,1500.1939924583007,1500.1429250683773
2021,11,DETROIT LIONS,1499.544232698376,1499.5088940571693
2021,11,GREEN BAY PACKERS,1500.3844973664968,1500.349040301175
2021,11,HOUSTON TEXANS,1499.5764329748504,1499.6466615487072
2021,11,INDIANAPOLIS COLTS,1500.0901480220057,1500.1602895660837
2021,11,JACKSONVILLE JAGUARS,1499.592672948634,1499.5226271242814
2021,11,KANSAS CITY CHIEFS,1500.2628719165343,1500.3139393064578
2021,11,LAS VEGAS RAIDERS,1500.004107182678,1499.9340005246684
2021,11,LOS ANGELES CHARGERS,1500.0063203874456,1500.047440753614
2021,11,MIAMI DOLPHINS,1499.8403270321703,1499.9103897000161
2021,11,MINNESOTA VIKINGS,1499.9985906772026,1500.0340477425245
2021,11,NEW ENGLAND PATRIOTS,1500.1209178962392,1500.1901707891993
2021,11,NEW ORLEANS SAINTS,1500.1873662006512,1500.1362284574009
2021,11,NEW YORK GIANTS,1499.8477943489534,1499.7965858271568
2021,11,NEW YORK JETS,1499.5969013502322,1499.5268386823864
2021,11,PHILADELPHIA EAGLES,1499.8426930904538,1499.8938308337042
2021,11,PITTSBURGH STEELERS,1500.1094285259448,1500.0683081597765
2021,11,SAN FRANCISCO 49ERS,1499.9350946186257,1500.0051404429782
2021,11,SEATTLE SEAHAWKS,1499.9618938055503,1499.8918422804015
2021,11,TAMPA BAY BUCCANEERS,1500.2441042199025,1500.295312741699
2021,11,TENNESSEE TITANS,1500.308577644592,1500.2383490707352
2021,11,WASHINGTON FOOTBALL TEAM,1499.791853338581,1499.8600916124553
2021,12,ATLANTA FALCONS,1499.7782928478719,1499.8502676506716
2021,12,BALTIMORE RAVENS,1500.2094696311835,1500.2604996714779
2021,12,BUFFALO BILLS,1500.2402857823902,1500.3114600769466
2021,12,CAROLINA PANTHERS,1499.8770714406137,1499.8246025574588
2021,12,CHICAGO BEARS,1499.7770360104628,1499.8161121530632
2021,12,CINCINNATI BENGALS,1500.0590499909665,1500.1115263140907
2021,12,CLEVELAND BROWNS,1500.0775346883252,1500.0265046480308
2021,12,DALLAS COWBOYS,1500.1429250683773,1500.0935486451397
2021,12,DENVER BRONCOS,1499.9436991567752,1499.9961919913196
2021,12,DETROIT LIONS,1499.5088940571693,1499.469817914569
2021,12,GREEN BAY PACKERS,1500.349040301175,1500.401493698838
2021,12,HOUSTON TEXANS,1499.6466615487072,1499.5746211268515
2021,12,INDIANAPOLIS COLTS,1500.1602895660837,1500.0882936777955
2021,12,JACKSONVILLE JAGUARS,1499.5226271242814,1499.4506523214816
2021,12,LAS VEGAS RAIDERS,1499.9340005246684,1499.983376947906
2021,12,LOS ANGELES CHARGERS,1500.047440753614,1499.9949479190695
2021,12,LOS ANGELES RAMS,1500.227098548561,1500.1746451508977
2021,12,MIAMI DOLPHINS,1499.9103897000161,1499.962858583171
2021,12,MINNESOTA VIKINGS,1500.0340477425245,1499.981567985739
2021,12,NEW ENGLAND PATRIOTS,1500.1901707891993,1500.2426539136243
2021,12,NEW ORLEANS SAINTS,1500.1362284574009,1500.0650541628445
2021,12,NEW YORK GIANTS,1499.7965858271568,1499.8476601498555
2021,12,NEW YORK JETS,1499.5268386823864,1499.598879104242
2021,12,PHILADELPHIA EAGLES,1499.8938308337042,1499.8427565110055
2021,12,PITTSBURGH STEELERS,1500.0683081597765,1500.0158318366523
2021,12,SAN FRANCISCO 49ERS,1500.0051404429782,1500.0576201997637
2021,12,SEATTLE SEAHAWKS,1499.8918422804015,1499.8629029126196
2021,12,TAMPA BAY BUCCANEERS,1500.295312741699,1500.3673086299873
2021,12,TENNESSEE TITANS,1500.2383490707352,1500.1858659463103
2021,12,WASHINGTON FOOTBALL TEAM,1499.8600916124553,1499.8890309802373
2021,13,ARIZONA CARDINALS,1500.3408621141264,1500.4147551121764
2021,13,ATLANTA FALCONS,1499.8502676506716,1499.776373268055
2021,13,BALTIMORE RAVENS,1500.2604996714779,1500.2417991274435
2021,13,BUFFALO BILLS,1500.3114600769466,1500.2516795924262
2021,13,CHICAGO BEARS,1499.8161121530632,1499.7422191550131
2021,13,CINCINNATI BENGALS,1500.1115263140907,1500.0375181634708
2021,13,DALLAS COWBOYS,1500.0935486451397,1500.1666809962949
2021,13,DENVER BRONCOS,1499.9961919913196,1499.9423405894238
2021,13,DETROIT LIONS,1499.469817914569,1499.4994875272253
2021,13,HOUSTON TEXANS,1499.5746211268515,1499.5007261392536
2021,13,INDIANAPOLIS COLTS,1500.0882936777955,1500.1621886653934
2021,13,JACKSONVILLE JAGUARS,1499.4506523214816,1499.3968738143776
2021,13,KANSAS CITY CHIEFS,1500.3139393064578,1500.3677907083536
2021,13,LAS VEGAS RAIDERS,1499.983376947906,1499.9427242648335
2021,13,LOS ANGELES CHARGERS,1499.9949479190695,1500.0689560696894
2021,13,LOS ANGELES RAMS,1500.1746451508977,1500.2284236580017
2021,13,MIAMI DOLPHINS,1499.962858583171,1500.0167463395576
2021,13,MINNESOTA VIKINGS,1499.981567985739,1499.9518983730827
2021,13,NEW ENGLAND PATRIOTS,1500.2426539136243,1500.3024343981447
2021,13,NEW ORLEANS SAINTS,1500.0650541628445,1499.9919218116893
2021,13,NEW YORK GIANTS,1499.8476601498555,1499.793772393469
2021,13,NEW YORK JETS,1499.598879104242,1499.524935666439
2021,13,PHILADELPHIA EAGLES,1499.8427565110055,1499.9166999488086
2021,13,PITTSBURGH STEELERS,1500.0158318366523,1500.0345323806866
2021,13,SAN FRANCISCO 49ERS,1500.0576201997637,1500.0036768052462
2021,13,SEATTLE SEAHAWKS,1499.8629029126196,1499.9168463071371
2021,13,TAMPA BAY BUCCANEERS,1500.3673086299873,1500.4412030126039
2021,13,WASHINGTON FOOTBALL TEAM,1499.8890309802373,1499.9296836633098
2021,14,ARIZONA CARDINALS,1500.4147551121764,1500.338418632445
2021,14,ATLANTA FALCONS,1499.776373268055,1499.852390888379
2021,14,BALTIMORE RAVENS,1500.2417991274435,1500.2113530254178
2021,14,BUFFALO BILLS,1500.2516795924262,1500.1978346807996
2021,14,CAROLINA PANTHERS,1499.8246025574588,1499.7485849371349
2021,14,CHICAGO BEARS,1499.7422191550131,1499.686959366386
2021,14,CINCINNATI BENGALS,1500.0375181634708,1499.984827792959
2021,14,CLEVELAND BROWNS,1500.0265046480308,1500.0569507500566
2021,14,DALLAS COWBOYS,1500.1666809962949,1500.2426460091842
2021,14,DENVER BRONCOS,1499.9423405894238,1499.997640271637
2021,14,DETROIT LIONS,1499.4994875272253,1499.444187845012
2021,14,GREEN BAY PACKERS,1500.401493698838,1500.4567534874652
2021,14,HOUSTON TEXANS,1499.5007261392536,1499.424794170836
2021,14,JACKSONVILLE JAGUARS,1499.3968738143776,1499.34163793318
2021,14,KANSAS CITY CHIEFS,1500.3677907083536,1500.423093669575
2021,14,LAS VEGAS RAIDERS,1499.9427242648335,1499.887421303612
2021,14,LOS ANGELES CHARGERS,1500.0689560696894,1500.1242866642854
2021,14,LOS ANGELES RAMS,1500.2284236580017,1500.3047601377332
2021,14,MINNESOTA VIKINGS,1499.9518983730827,1500.0066586685125
2021,14,NEW ORLEANS SAINTS,1499.9919218116893,1500.0678443954134
2021,14,NEW YORK GIANTS,1499.793772393469,1499.738441798873
2021,14,NEW YORK JETS,1499.524935666439,1499.4490130827148
2021,14,PITTSBURGH STEELERS,1500.0345323806866,1499.9797720852569
2021,14,SAN FRANCISCO 49ERS,1500.0036768052462,1500.056367175758
2021,14,SEATTLE SEAHAWKS,1499.9168463071371,1499.9927782755547
2021,14,TAMPA BAY BUCCANEERS,1500.4412030126039,1500.4950479242304
2021,14,TENNESSEE TITANS,1500.1858659463103,1500.241101827508
2021,14,WASHINGTON FOOTBALL TEAM,1499.9296836633098,1499.8537186504204
2021,15,ARIZONA CARDINALS,1500.338418632445,1500.281354654265
2021,15,ATLANTA FALCONS,1499.852390888379,1499.7955350454963
2021,15,BALTIMORE RAVENS,1500.2113530254178,1500.1843097992441
2021,15,BUFFALO BILLS,1500.1978346807996,1500.2546440669385
2021,15,CAROLINA PANTHERS,1499.7485849371349,1499.691775550996
2021,15,CHICAGO BEARS,1499.686959366386,1499.6086334475754
2021,15,CINCINNATI BENGALS,1499.984827792959,1500.0547855565094
2021,15,CLEVELAND BROWNS,1500.0569507500566,1500.0138714061686
2021,15,DALLAS COWBOYS,1500.2426460091842,1500.320635919144
2021,15,DENVER BRONCOS,1499.997640271637,1499.9276825080867
2021,15,DETROIT LIONS,1499.444187845012,1499.501251823192
2021,15,GREEN BAY PACKERS,1500.4567534874652,1500.4837967136389
2021,15,HOUSTON TEXANS,1499.424794170836,1499.502863875357
2021,15,INDIANAPOLIS COLTS,1500.1621886653934,1500.2188909529632
2021,15,JACKSONVILLE JAGUARS,1499.34163793318,1499.263568228659
2021,15,KANSAS CITY CHIEFS,1500.423093669575,1500.4981300343218
2021,15,LAS VEGAS RAIDERS,1499.887421303612,1499.9305006475
2021,15,LOS ANGELES CHARGERS,1500.1242866642854,1500.0492502995387
2021,15,LOS ANGELES RAMS,1500.3047601377332,1500.3620349375667
2021,15,MIAMI DOLPHINS,1500.0167463395576,1500.0735332876918
2021,15,MINNESOTA VIKINGS,1500.0066586685125,1500.084984587323
2021,15,NEW ENGLAND PATRIOTS,1500.3024343981447,1500.2457321105749
2021,15,NEW ORLEANS SAINTS,1500.0678443954134,1500.1460107796877
2021,15,NEW YORK GIANTS,1499.738441798873,1499.6604518889133
2021,15,NEW YORK JETS,1499.4490130827148,1499.3922261345806
2021,15,PHILADELPHIA EAGLES,1499.9166999488086,1499.9740222819657
2021,15,PITTSBURGH STEELERS,1499.9797720852569,1500.0351826248404
2021,15,SAN FRANCISCO 49ERS,1500.056367175758,1500.1132230186406
2021,15,SEATTLE SEAHAWKS,1499.9927782755547,1499.9355034757211
2021,15,TAMPA BAY BUCCANEERS,1500.4950479242304,1500.4168815399562
2021,15,TENNESSEE TITANS,1500.241101827508,1500.1856912879243
2021,15,WASHINGTON FOOTBALL TEAM,1499.8537186504204,1499.7963963172633
2021,16,ARIZONA CARDINALS,1500.281354654265,1500.2035912184488
2021,16,ATLANTA FALCONS,1499.7955350454963,1499.8425176709402
2021,16,BALTIMORE RAVENS,1500.1843097992441,1500.1258356125052
2021,16,BUFFALO BILLS,1500.2546440669385,1500.334861268129
2021,16,CAROLINA PANTHERS,1499.691775550996,1499.6116977963145
2021,16,CHICAGO BEARS,1499.6086334475754,1499.6364613932822
2021,16,CINCINNATI BENGALS,1500.0547855565094,1500.1132597432484
2021,16,CLEVELAND BROWNS,1500.0138714061686,1499.9819452822549
2021,16,DALLAS COWBOYS,1500.320635919144,1500.3789828796398
2021,16,DENVER BRONCOS,1499.9276825080867,1499.8806480119256
2021,16,DETROIT LIONS,1499.501251823192,1499.454269197748
2021,16,GREEN BAY PACKERS,1500.4837967136389,1500.5157228375526
2021,16,HOUSTON TEXANS,1499.502863875357,1499.5614192251178
2021,16,INDIANAPOLIS COLTS,1500.2188909529632,1500.2966543887794
2021,16,JACKSONVILLE JAGUARS,1499.263568228659,1499.2112304709444
2021,16,KANSAS CITY CHIEFS,1500.4981300343218,1500.556488919425
2021,16,LAS VEGAS RAIDERS,1499.9305006475,1499.977535143661
2021,16,LOS ANGELES CHARGERS,1500.0492502995387,1499.990694949778
2021,16,LOS ANGELES RAMS,1500.3620349375667,1500.442199941396
2021,16,MIAMI DOLPHINS,1500.0735332876918,1500.1540758885828
2021,16,MINNESOTA VIKINGS,1500.084984587323,1500.0048195834938
2021,16,NEW ENGLAND PATRIOTS,1500.2457321105749,1500.1655149093842
2021,16,NEW ORLEANS SAINTS,1500.1460107796877,1500.0654681787967
2021,16,NEW YORK GIANTS,1499.6604518889133,1499.6020639392082
2021,16,NEW YORK JETS,1499.3922261345806,1499.4445638922953
2021,16,PHILADELPHIA EAGLES,1499.9740222819657,1500.0324102316708
2021,16,PITTSBURGH STEELERS,1500.0351826248404,1499.9768237397373
2021,16,SAN FRANCISCO 49ERS,1500.1132230186406,1500.0731855999672
2021,16,SEATTLE SEAHAWKS,1499.9355034757211,1499.9076755300143
2021,16,TAMPA BAY BUCCANEERS,1500.4168815399562,1500.4969592946377
2021,16,TENNESSEE TITANS,1500.1856912879243,1500.2257287065977
2021,16,WASHINGTON FOOTBALL TEAM,1499.7963963172633,1499.7380493567675
2021,17,ARIZONA CARDINALS,1500.2035912184488,1500.2607428286433
2021,17,ATLANTA FALCONS,1499.8425176709402,1499.7825701614286
2021,17,BALTIMORE RAVENS,1500.1258356125052,1500.0973002700573
2021,17,BUFFALO BILLS,1500.334861268129,1500.3948087776407
2021,17,CAROLINA PANTHERS,1499.6116977963145,1499.5517425770647
2021,17,CHICAGO BEARS,1499.6364613932822,1499.69650045124
2021,17,CINCINNATI BENGALS,1500.1132597432484,1500.154950257918
2021,17,CLEVELAND BROWNS,1499.9819452822549,1499.921666646557
2021,17,DALLAS COWBOYS,1500.3789828796398,1500.3218312694453
2021,17,DENVER BRONCOS,1499.8806480119256,1499.8206240797501
2021,17,DETROIT LIONS,1499.454269197748,1499.3943139057333
2021,17,GREEN BAY PACKERS,1500.5157228375526,1500.5756666375896
2021,17,HOUSTON TEXANS,1499.5614192251178,1499.5014755975892
2021,17,INDIANAPOLIS COLTS,1500.2966543887794,1500.2394791251024
2021,17,JACKSONVILLE JAGUARS,1499.2112304709444,1499.1513752697467
2021,17,KANSAS CITY CHIEFS,1500.556488919425,1500.5147984047553
