season,week,team,off_epa,off_sr,pass_rate,rush_rate,air_yds,qb_epa,qb_hit,sacks,plays,def_epa,def_sr,off_epa_r8,off_sr_r8,def_epa_r8,def_sr_r8,pass_rate_r8,rush_rate_r8,qb_epa_r8
2023,11,ARI,-0.04801004,0.3943662,0.5492958,0.30985916,9.233334,-0.04801004,5.0,3.0,71,-0.02139451,0.44871795,-0.14698629290796816,0.3749887440353632,0.04951258358778432,0.4653790034353733,0.5116614513099194,0.2918376252055168,-0.14698629290796816
2023,12,ARI,-0.14945182,0.33707866,0.6,0.2,8.577778,-0.14945182,6.0,4.0,90,0.21441577,0.5443038,-0.1754182365257293,0.36189101822674274,0.025423886079806834,0.45804933086037636,0.5154405273497105,0.2834073919802904,-0.1754182365257293
2023,13,ARI,0.05120412,0.38554215,0.35714287,0.4047619,7.521739,0.05120412,4.0,2.0,84,-0.17425898,0.4050633,-0.13404725189320743,0.37188934348523617,0.004537553933914751,0.44553791731595993,0.5001518800854683,0.2963313963264227,-0.13404725189320743
2023,15,ARI,0.047882013,0.4021739,0.51086956,0.29347825,6.025641,0.047882013,4.0,3.0,92,0.3400719,0.5416667,-0.10900465375743806,0.377806244418025,0.04005454055732116,0.45595458522439003,0.5001807883381844,0.29711192287504673,-0.10900465375743806
2023,16,ARI,-0.028057838,0.34615386,0.5443038,0.2278481,5.8157897,-0.028057838,4.0,2.0,79,0.107464425,0.44827586,-0.09408260975033045,0.3789068032056093,0.054078297049272805,0.45389047637581825,0.5034597218036652,0.2894483581185341,-0.09408260975033045
2023,17,ARI,0.24803755,0.58426964,0.41573033,0.43820226,4.612903,0.24803755,3.0,1.0,89,0.2381284,0.50769234,-0.050766268745064735,0.39623398520052433,0.08118681638734415,0.45637640729546547,0.49564340338110924,0.30210407450795174,-0.050766268745064735
2023,18,ARI,0.07591435,0.4090909,0.35955057,0.42696628,5.5666666,0.07591435,3.0,1.0,89,0.10604293,0.47058824,0.026763202622532845,0.41751960292458534,0.10219643946038559,0.4716606102883816,0.4780872240662575,0.3242248594760895,0.026763202622532845
2024,1,ARI,0.14116283,0.4473684,0.5,0.28947368,6.16129,0.14116283,5.0,4.0,76,0.19135743,0.6125,0.04233514494262636,0.4132554680109024,0.1252284194342792,0.4973510205745697,0.4796116128563881,0.3238237053155899,0.04233514494262636
2024,2,ARI,0.3216523,0.5875,0.3375,0.4875,10.190476,0.3216523,1.0,1.0,80,-0.14423652,0.530303,0.08854293660260737,0.43739718943834305,0.10987316817045212,0.5075491517782211,0.4531371407210827,0.34602881222963333,0.08854293660260737
2024,3,ARI,-0.1360781,0.4722222,0.5833333,0.2361111,11.911765,-0.1360781,4.0,1.0,72,-0.00733519,0.5294118,0.09021465131081641,0.45429013296961784,0.0821542976773344,0.5056876540184021,0.45105380192399025,0.3505426999181509,0.09021465131081641
2024,4,ARI,-0.06049417,0.5138889,0.38356164,0.42465752,6.318182,0.017295113,5.0,4.0,73,0.37383902,0.60714287,0.07625236525200307,0.4703334756195545,0.15066654741531238,0.5309475995600224,0.4543561488389969,0.3530296515673399,0.08597602555528283
2024,5,ARI,0.018347412,0.5,0.44,0.30666667,7.4,0.018347412,2.0,1.0,75,-0.04566399,0.48051947,0.07256054016761482,0.48256173729896545,0.10244956280803308,0.5233041979372501,0.44549745321273804,0.35467820428311825,0.08228420047089458
2024,6,ARI,-0.13058238,0.49333334,0.52,0.25333333,6.0,-0.005145308,1.0,0.0,75,0.15743706,0.53846157,0.05974497273564339,0.5009591728448868,0.10869614168768749,0.5345774106681347,0.44245947897434235,0.3578638583421707,0.08514826669124886
2024,7,ARI,0.08256832,0.5205479,0.4189189,0.3243243,5.5,0.08256832,1.0,0.0,74,0.10609165,0.4871795,0.03906131908297539,0.49299395829439163,0.09219154849415645,0.5320133045315742,0.4428580515086651,0.3436291143298149,0.06446461303858086
2024,8,ARI,0.22239152,0.5301205,0.4698795,0.31325302,7.611111,0.22239152,1.0,0.0,83,0.19907688,0.53846157,0.05737096443772316,0.508122656494379,0.10382079187547788,0.5404974706470966,0.45664916932582855,0.3294149562716484,0.08277425839332864
2024,9,ARI,0.042803954,0.5068493,0.31506848,0.47945204,6.3,0.12467762,3.0,3.0,73,-0.1788727,0.31868133,0.045076105277985334,0.5155577659606934,0.05754202458774671,0.5037701353430748,0.4335327297449112,0.3531622514128685,0.0807136075454764
2024,10,ARI,0.3159037,0.6056338,0.375,0.43055555,4.625,0.3159037,2.0,1.0,72,-0.049032316,0.5147059,0.04435753030702472,0.5178244933485985,0.06944255012786016,0.5018204972147942,0.43822022899985313,0.3460441939532757,0.07999503257451579
